@relation bach_choral_harmony
@attribute eventNumber numeric
@attribute pitch3 {' NO','YES'}
@attribute pitch4 {' NO','YES'}
@attribute pitch5 {' NO','YES'}
@attribute pitch6 {' NO','YES'}
@attribute pitch7 {' NO','YES'}
@attribute pitch8 {' NO','YES'}
@attribute pitch9 {' NO','YES'}
@attribute pitch10 {' NO','YES'}
@attribute pitch11 {' NO','YES'}
@attribute pitch12 {' NO','YES'}
@attribute pitch13 {' NO','YES'}
@attribute pitch14 {' NO','YES'}
@attribute bass {'A','A#','Ab','B','Bb','C','C#','D','D#','Db','E','Eb','F','F#','G','G#'}
@attribute meter numeric
@attribute class {' A#d',' A#d7',' A_d',' A_m',' A_M',' A_m4',' A_M4',' A_m6',' A_M6',' A_m7',' A_M7',' Abd',' Abm',' AbM',' B_d',' B_d7',' B_m',' B_M',' B_M4',' B_m6',' B_m7',' B_M7',' Bbd',' Bbm',' BbM',' Bbm6',' BbM7',' C#d',' C#d6',' C#d7',' C#m',' C#M',' C#M4',' C#m7',' C#M7',' C_d6',' C_d7',' C_m',' C_M',' C_M4',' C_m6',' C_M6',' C_m7',' C_M7',' D#d',' D#d6',' D#d7',' D#m',' D#M',' D_d7',' D_m',' D_M',' D_M4',' D_m6',' D_M6',' D_m7',' D_M7',' Dbd',' Dbd7',' Dbm',' DbM',' Dbm7',' DbM7',' E_d',' E_m',' E_M',' E_M4',' E_m6',' E_m7',' E_M7',' Ebd',' EbM',' EbM7',' F#d',' F#d7',' F#m',' F#M',' F#M4',' F#m6',' F#m7',' F#M7',' F_d',' F_d7',' F_m',' F_M',' F_M4',' F_m6',' F_M6',' F_m7',' F_M7',' G#d',' G#d7',' G#m',' G#M',' G_d',' G_m',' G_M',' G_M4',' G_m6',' G_M6',' G_m7',' G_M7'}
@data
72,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M6'
73,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
74,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M'
75,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','D',4,' D_M'
76,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
77,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','B',2,' G_M'
78,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' C_M'
79,'YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F',2,' C_M'
80,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
81,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' D_M'
82,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
83,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C',2,' D_M'
84,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
85,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',2,' G_M'
86,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','D',5,' D_M4'
87,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','D',2,' D_M4'
88,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','D',1,' D_M4'
89,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
90,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
91,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
1,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
2,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
3,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
4,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
5,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','E',2,' D_M'
6,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
7,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' D_M'
8,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' D_M'
9,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' D_M'
10,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
11,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
12,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
13,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
14,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
15,' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO','YES','F#',2,' E_m'
16,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' E_m'
17,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO','YES','A',2,' E_m'
18,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
19,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
20,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',5,' F#M'
21,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','E',2,' F#M'
22,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',3,' B_m'
23,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','E',2,' B_m'
24,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',4,' F#M4'
25,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','F#',2,' F#M4'
26,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
27,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
29,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
30,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
31,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
32,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
33,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','E',2,' D_M'
34,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
35,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' D_M'
36,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' D_M'
37,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' D_M'
38,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
39,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
40,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
41,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
42,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
43,' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO','YES','F#',2,' E_m'
44,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' E_m'
45,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO','YES','A',2,' E_m'
46,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
47,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
48,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',5,' F#M'
49,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','E',2,' F#M'
50,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',3,' B_m'
51,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','E',2,' B_m'
52,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',4,' F#M4'
53,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','F#',2,' F#M4'
54,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
55,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
56,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
57,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
58,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','A',2,' B_m'
59,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M'
60,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','A',2,' E_M'
61,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M7'
62,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' E_M7'
63,' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','F',4,' C#M'
64,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C#',2,' C#M'
65,' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F',3,' F#m6'
66,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','G#',2,' F#m6'
67,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' F#m'
68,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','G#',2,' F#m'
69,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
70,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','E',2,' F#m'
71,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D',4,' B_m7'
72,' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_m7'
73,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' A_M'
74,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
75,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
76,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',4,' E_M'
77,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' A#d7'
78,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',5,' B_m'
79,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','E',3,' A#d7'
80,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',4,' B_m'
81,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','C#',2,' B_m'
82,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','D',3,' D_d7'
83,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','B',2,' D_d7'
84,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',5,' F#M'
85,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
86,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','F#',2,' F#m'
87,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' F#m'
88,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','F',3,' F_d7'
89,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','F',2,' D_d7'
90,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' F#m'
91,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
92,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_m'
93,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M7'
94,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
95,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
96,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','B',3,' E_M7'
97,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',2,' E_M7'
98,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
99,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
100,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','D',2,' E_M'
101,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','C#',4,' Bbd'
102,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','E',2,' Bbd'
103,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C#',3,' C#d6'
104,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' C#d6'
105,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','A#',5,' G_d'
106,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO',' NO','G',2,' G_d'
107,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',1,' G_d'
108,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',3,' B_m'
109,' NO','YES','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','F',2,' B_m'
110,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','F',1,' B_m'
111,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',4,' F#M4'
112,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' F#M4'
113,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
114,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
115,' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','B',5,' B_M7'
116,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' E_m'
117,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
1,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
2,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','D',3,' D_M'
3,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
4,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','G',4,' G_M'
5,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' G_M'
6,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',3,' A_M7'
7,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_M7'
8,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','A',1,' A_M7'
9,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
10,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
11,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','E',3,' E_M7'
12,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','E',2,' E_M7'
13,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
14,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' E_m'
15,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' E_m'
16,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
17,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',4,' A_M'
18,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','C#',2,' A_M'
19,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
20,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C',2,' D_M'
21,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',5,' G_M'
22,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' G_M'
23,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' D_M'
24,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','G#',2,' D_M'
25,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','A',4,' A_M'
26,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
27,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',1,' A_M'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
29,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
30,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','D',3,' D_M'
31,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
32,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','G',4,' E_m'
33,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' E_m'
34,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',3,' A_M'
35,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
36,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','A',1,' A_M'
37,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
38,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
39,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','E',3,' E_M7'
40,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','E',2,' E_M7'
41,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
42,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' E_m'
43,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' E_m'
44,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
45,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',4,' A_M'
46,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','C#',2,' A_M'
47,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
48,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C',2,' D_M'
49,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',5,' G_M'
50,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' G_M'
51,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' D_M'
52,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','G#',2,' D_M'
53,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','A',4,' A_M'
54,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
55,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',1,' A_M'
56,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
57,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',5,' B_M'
58,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',2,' B_M'
59,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES','E',3,' E_M'
60,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
61,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','E',4,' F#M7'
62,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','D',2,' F#M7'
63,' NO',' NO',' NO',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',3,' E_m'
64,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' E_m'
65,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',5,' B_m'
66,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','E',2,' B_m'
67,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
68,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO','F#',2,' F#M'
69,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
70,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' C#d'
71,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
72,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',4,' A_M'
73,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',2,' A_M'
74,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
75,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' E_m7'
76,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
77,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M'
78,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
1,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' F#m'
2,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','G#',2,' F#m'
3,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' F#m'
4,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
5,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','B',4,' C#m7'
6,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',3,' F#M'
7,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
8,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M'
9,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','YES','G#',2,' E_M'
10,' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
11,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
12,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
13,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',5,' F#M'
14,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
